"State","County","Observation_ID","Observation_Label","elev","slope","aspect","tpi","nat500"
"New Jersey","Ocean County",".2023.TOL.NB.32","2023NJ029200",NA,NA,NA,NA,NA
"New Jersey","Ocean County",".2023.TOL.NB.33","2023NJ029201",NA,NA,NA,NA,NA
"New Jersey","Ocean County",".2023.TOL.NB.34","2023NJ029202",NA,NA,NA,NA,NA
"New Jersey","Burlington County","BEL.JH.2023.1","2023NJ005201",NA,NA,NA,NA,NA
"Michigan","Ionia County","GRR.2011.GJS.1","Ionia County RCA Site",194.54621887207,1.56654441356659,330.759765625,0.365885823965073,0.723665833473206
"Michigan","Newaygo County","GRR.2011.GJS.10","Newaygo County",240.527404785156,0.877101719379425,164.579833984375,0.528077065944672,0.953567326068878
"Michigan","Barry County","GRR.2011.GJS.11","Barry County -Tenkink woods",287.619659423828,10.3054103851318,348.558563232422,0.496170282363892,0.60770583152771
"Michigan","Barry County","GRR.2011.GJS.12","Barry County - Houghton swamp",278.971130371094,1.06967723369598,254.374801635742,0.27883368730545,0.578956007957458
"Michigan","Allegan County","GRR.2011.GJS.13","Allegan County RCA Site: Newton",211.613540649414,2.22246694564819,117.926109313965,0.486643999814987,0.968584001064301
"Michigan","Ionia County","GRR.2011.GJS.3","Ionia County Shallow Sandy Site 1",198.222717285156,0.405878007411957,34.7597579956055,0.391182988882065,0.999527275562286
"Michigan","Allegan County","GRR.2011.GJS.4","Allegan County RCA Site: Morocco",206.442398071289,0.901279330253601,223.558349609375,0.598917961120605,0.973314046859741
"Michigan","Van Buren County","GRR.2011.GJS.5","Van Buren County RCA Site",233.281158447266,3.30140590667725,100.695030212402,0.464763611555099,0.303058445453644
"Michigan","Lake County","GRR.2011.GJS.6","Lake County RCA Site",252.224304199219,0.639470338821411,261.078002929688,0.476235002279282,0.917199492454529
"Michigan","Calhoun County","GRR.2011.GJS.7","Calhoun County County RCA Site",292.133575439453,0.313328146934509,258.401947021484,0.551704823970795,0.560483396053314
"Michigan","Mason County","GRR.2011.GJS.8","Mason County",206.431106567383,1.18369400501251,340.5009765625,0.52136355638504,0.948909997940063
"Michigan","Oceana County","GRR.2011.GJS.9","Oceana County",205.643707275391,0.247136637568474,314.837493896484,0.313621193170547,0.798396170139313
"Michigan","Berrien County","GRR.GJS.2011.14","Berrien County",199.390609741211,0.477384865283966,338.055847167969,0.480925321578979,0.215414702892303
"Michigan","Allegan County","GRR.GJS.2011.15","Allegan County RCA Site: Oakville",204.565536499023,0.218846186995506,218.858444213867,0.575319111347198,0.659297049045563
"Michigan","Newaygo County","GRR.GJS.2011.16","Coastal Plain Marsh 1",253.407943725586,1.6349937915802,12.8498344421387,0.473053932189941,0.948833644390106
"Michigan","Newaygo County","GRR.GJS.2011.17","Coastal Plain Marsh 2",253.290603637695,0.693559229373932,29.2052059173584,0.457467883825302,0.920058369636536
"Michigan","Manistee County","GRR.GJS.2011.18","Manistee RCA Site: Benona",256.875793457031,4.64452648162842,45.0575752258301,0.461935132741928,0.61204594373703
"Michigan","Oceana County","GRR.GJS.2011.19","Oceana RCA Site: Benona",240.819610595703,3.71785712242126,28.4114761352539,0.521922528743744,0.618729174137115
"Michigan","Ionia County","GRR.GJS.2011.2","Ionia County Shallow Sandy Site 2",197.626037597656,0.508926391601562,7.80314302444458,0.363189846277237,0.997342228889465
"Michigan","Muskegon County","GRR.GJS.2011.75","Sand Dunes",215.08073425293,25.9049205780029,163.415435791016,0.77961140871048,0.965184450149536
"Michigan","Ottawa County","GRR.GJS.2011.76","Sandy Lake Plain",186.056259155273,1.20866250991821,102.566558837891,0.727952182292938,0.885056912899017
"Michigan","Muskegon County","GRR.GJS.2011.78","Sandy Outwash Plain",204.263412475586,0.442118287086487,158.330978393555,0.556274950504303,0.541447162628174
"Michigan","Ottawa County","GRR.GJS.2012.1","MM01.02",205.244537353516,1.32491660118103,251.981384277344,0.583695352077484,0.913912951946259
"Michigan","Ottawa County","GRR.GJS.2012.10","S12042504",192.091995239258,4.02764511108398,51.238597869873,0.455483883619308,0.864833891391754
"Michigan","Ottawa County","GRR.GJS.2012.11","S12042505",191.821746826172,0.480147302150726,264.313537597656,0.510898172855377,0.644670963287354
"Michigan","Allegan County","GRR.GJS.2012.12","S12042601",204.264694213867,1.63095486164093,267.573516845703,0.39955148100853,0.799937129020691
"Michigan","Ottawa County","GRR.GJS.2012.13","S12050801",199.429229736328,1.46278357505798,26.8301181793213,0.532555043697357,0.188762679696083
"Michigan","Ottawa County","GRR.GJS.2012.14","S12051101",205.530807495117,31.6689853668213,326.616851806641,0.420878320932388,0.539105594158173
"Michigan","Ottawa County","GRR.GJS.2012.15","S12051102",195.064331054688,15.6726016998291,107.178436279297,0.352607101202011,0.778530716896057
"Michigan","Ottawa County","GRR.GJS.2012.16","S12051103",189.741363525391,12.3062286376953,315.5166015625,0.173281595110893,0.73263144493103
"Indiana","White County","GRR.GJS.2012.17","S12051801",208.505462646484,0.336569994688034,321.528594970703,0.472582936286926,0.538281142711639
"Michigan","Ottawa County","GRR.GJS.2012.18","S12052301",190.803634643555,1.73688435554504,122.026069641113,0.47573533654213,0.656492710113525
"Michigan","Ottawa County","GRR.GJS.2012.19","S12052302",191.753555297852,1.04668748378754,171.134887695312,0.523455083370209,0.49762088060379
"Michigan","Ottawa County","GRR.GJS.2012.2","MM01.A",188.593704223633,0.915295362472534,91.1988525390625,0.266562402248383,0.873167455196381
"Michigan","Montcalm County","GRR.GJS.2012.20","S12052401",273.741607666016,18.657283782959,86.2686386108398,0.469794243574142,0.344785541296005
"Michigan","Montcalm County","GRR.GJS.2012.21","S12052402",264.936706542969,29.8048915863037,90.5600891113281,0.320048213005066,0.510650753974915
"Michigan","Montcalm County","GRR.GJS.2012.22","S12052403",252.497985839844,0.181537300348282,317.228302001953,0.449534505605698,0.558917582035065
"Michigan","Kent County","GRR.GJS.2012.23","S12053101",201.011749267578,1.14224803447723,292.348968505859,0.321624457836151,0.293621033430099
"Michigan","Kent County","GRR.GJS.2012.24","S12060401",226.30534362793,1.75403118133545,21.7611122131348,0.291273266077042,0.802238464355469
"Michigan","Ionia County","GRR.GJS.2012.25","S12060402",196.252410888672,4.3451361656189,31.6577911376953,0.397103816270828,0.908409476280212
"Michigan","Kent County","GRR.GJS.2012.26","S12060501",251.347625732422,3.636061668396,348.831970214844,0.416896104812622,0.615446746349335
"Michigan","Kent County","GRR.GJS.2012.27","S12060502",252.513442993164,0.213603749871254,138.922241210938,0.419056326150894,0.76206910610199
"Michigan","Kent County","GRR.GJS.2012.28","S12060503",252.457656860352,0.213269799947739,311.115295410156,0.415812224149704,0.768340170383453
"Indiana","LaPorte County","GRR.GJS.2012.29","S12061301",249.056243896484,9.0910005569458,162.76513671875,0.527558922767639,0.670302748680115
"Michigan","Ottawa County","GRR.GJS.2012.3","MM01.01",198.703704833984,3.33307766914368,75.8864517211914,0.550281286239624,0.919926881790161
"Indiana","Saint Joseph County","GRR.GJS.2012.30","S12061302",235.977981567383,12.1675338745117,215.860794067383,0.634385943412781,0.416545689105988
"Michigan","Van Buren County","GRR.GJS.2012.31","S12060701",206.837905883789,2.21577501296997,216.381637573242,0.306241244077682,0.457716971635818
"Michigan","Van Buren County","GRR.GJS.2012.32","S12060702",207.078659057617,2.10645151138306,333.504241943359,0.486927360296249,0.720789194107056
"Michigan","Van Buren County","GRR.GJS.2012.33","S12060703",206.814361572266,2.28334140777588,330.619750976562,0.42959988117218,0.691573798656464
"Michigan","Clinton County","GRR.GJS.2012.34","S12062501",261.416290283203,0.317711442708969,85.3329238891602,0.386595338582993,0.878355979919434
"Michigan","Clinton County","GRR.GJS.2012.35","S12062502",261.416290283203,0.317711442708969,85.3329238891602,0.386595338582993,0.878355979919434
"Michigan","Clinton County","GRR.GJS.2012.36","S12062503",256.239929199219,0.391992568969727,259.987152099609,0.385011792182922,0.851362645626068
"Michigan","Clinton County","GRR.GJS.2012.37","S12062504",256.154541015625,0.463023632764816,302.843933105469,0.368804186582565,0.85870224237442
"Michigan","Allegan County","GRR.GJS.2012.38","S12062801",228.464813232422,1.20883166790009,350.107849121094,0.503241002559662,0.502033352851868
"Michigan","Allegan County","GRR.GJS.2012.39","S12062802",228.394607543945,1.70881974697113,332.415466308594,0.526945173740387,0.524220585823059
"Michigan","Allegan County","GRR.GJS.2012.4","ML18.04",201.159545898438,0.291299968957901,154.198944091797,0.467210918664932,0.954418301582336
"Michigan","Allegan County","GRR.GJS.2012.40","S12062901",196.071304321289,0.661461174488068,29.1997833251953,0.361569792032242,0.614278554916382
"Michigan","Allegan County","GRR.GJS.2012.41","S12062902",194.284484863281,0.346884399652481,60.8068923950195,0.303201943635941,0.892334818840027
"Michigan","Allegan County","GRR.GJS.2012.42","S12062903",199.383850097656,7.3577880859375,11.5753154754639,0.563371181488037,0.993703782558441
"Michigan","Cass County","GRR.GJS.2012.43","S12070201",258.928131103516,0.373525559902191,313.273071289062,0.350528240203857,0.844838201999664
"Michigan","Cass County","GRR.GJS.2012.44","S12070202",258.853576660156,0.451389044523239,313.276489257812,0.348576813936234,0.790850698947906
"Michigan","Cass County","GRR.GJS.2012.45","S12070203",268.756225585938,1.8662281036377,9.64632701873779,0.43425989151001,0.422095477581024
"Michigan","Van Buren County","GRR.GJS.2012.46","S12071301",244.828521728516,16.7007904052734,255.203842163086,0.64203929901123,0.512842357158661
"Michigan","Barry County","GRR.GJS.2012.47","S12092504",275.042602539062,4.98674011230469,317.340423583984,0.412290692329407,0.963736712932587
"Michigan","Ottawa County","GRR.GJS.2012.48","S12092601",200.833297729492,15.2830600738525,10.5264282226562,0.274768531322479,0.339758992195129
"Michigan","Ottawa County","GRR.GJS.2012.49","S12092602",209.276824951172,13.248966217041,295.15185546875,0.491985648870468,0.374810606241226
"Michigan","Allegan County","GRR.GJS.2012.5","ML18.09",209.404510498047,0.346698671579361,297.178802490234,0.510946094989777,0.918129086494446
"Michigan","Barry County","GRR.GJS.2012.50","S12092501",287.045928955078,19.6374168395996,129.590866088867,0.522913932800293,0.915788650512695
"Michigan","Barry County","GRR.GJS.2012.51","S12092502",297.337066650391,14.910605430603,128.675765991211,0.776183128356934,0.929335653781891
"Michigan","Barry County","GRR.GJS.2012.52","S12092503",302.486633300781,11.1930694580078,291.293151855469,0.9301717877388,0.953852295875549
"Michigan","Ottawa County","GRR.GJS.2012.53","S12092603",205.865356445312,13.4773645401001,325.61181640625,0.402126908302307,0.367983460426331
"Michigan","Ottawa County","GRR.GJS.2012.54","S12092604",210.541259765625,10.871166229248,338.517761230469,0.527532041072845,0.384935170412064
"Michigan","Muskegon County","GRR.GJS.2012.55","S12090701",245.720840454102,3.92868399620056,134.664855957031,0.457616597414017,0.525370359420776
"Michigan","Kent County","GRR.GJS.2012.56","S12090702",229.791534423828,0.609525322914124,146.946975708008,0.284679025411606,0.341722697019577
"Michigan","Ottawa County","GRR.GJS.2012.57","S12090703",230.203186035156,2.29882264137268,340.949737548828,0.357243210077286,0.345880210399628
"Michigan","Ottawa County","GRR.GJS.2012.58","S12091904",192.538055419922,0.254586696624756,359.590850830078,0.595921158790588,0.678162097930908
"Michigan","Ottawa County","GRR.GJS.2012.59","S12092001",185.74479675293,0.115380108356476,128.911804199219,0.587526619434357,0.889229893684387
"Michigan","Ottawa County","GRR.GJS.2012.6","S12042301",194.675003051758,0.368929326534271,304.060119628906,0.464835911989212,0.352870613336563
"Michigan","Ottawa County","GRR.GJS.2012.60","S12092002",184.277252197266,1.38411402702332,262.700653076172,0.58275318145752,0.875280141830444
"Michigan","Ottawa County","GRR.GJS.2012.61","S12091901",192.216384887695,0.564885139465332,169.816253662109,0.585769414901733,0.565858125686646
"Michigan","Ottawa County","GRR.GJS.2012.62","S12091902",192.349273681641,0.732105076313019,193.057159423828,0.586577892303467,0.602530419826508
"Michigan","Ottawa County","GRR.GJS.2012.63","S12091903",192.704528808594,0.351995199918747,179.915161132812,0.670652449131012,0.645799040794373
"Michigan","Muskegon County","GRR.GJS.2012.64","S12082801",210.921813964844,10.7759494781494,264.791931152344,0.645302355289459,0.216380372643471
"Michigan","Allegan County","GRR.GJS.2012.65","S12071001",292.663299560547,3.824214220047,213.959060668945,0.849787890911102,0.267018228769302
"Michigan","Allegan County","GRR.GJS.2012.66","S12071002",215.928863525391,12.1768636703491,16.8819999694824,0.393714278936386,0.684426784515381
"Michigan","Van Buren County","GRR.GJS.2012.67","S12071302",247.344985961914,9.76821231842041,283.400329589844,0.722043693065643,0.853120625019073
"Michigan","Van Buren County","GRR.GJS.2012.68","S12071303",253.114028930664,14.7959384918213,30.9811496734619,0.747943639755249,0.771475970745087
"Michigan","Van Buren County","GRR.GJS.2012.69","S12071304",215.564071655273,1.19661152362823,250.634368896484,0.173537969589233,0.773847818374634
"Michigan","Ottawa County","GRR.GJS.2012.7","S12042501",188.600738525391,1.13314139842987,61.3363418579102,0.505724251270294,0.700590312480927
"Michigan","Ottawa County","GRR.GJS.2012.70","S12061201",206.870269775391,1.05680501461029,253.933975219727,0.453990072011948,0.708014488220215
"Michigan","Ottawa County","GRR.GJS.2012.71","S12050802",199.638946533203,1.39047133922577,25.6822109222412,0.539274632930756,0.198035791516304
"Michigan","Ottawa County","GRR.GJS.2012.72","S12050803",200.014144897461,1.29486978054047,20.2200012207031,0.546682417392731,0.20178097486496
"Michigan","Berrien County","GRR.GJS.2012.73","MM11.02",210.804931640625,1.37664043903351,236.790908813477,0.510509014129639,0.827066957950592
"Michigan","Berrien County","GRR.GJS.2012.74","MM11.01",211.863372802734,3.28796648979187,148.159683227539,0.590623795986176,0.711690425872803
"Michigan","Ottawa County","GRR.GJS.2012.8","S12042502",195.390167236328,3.37628197669983,258.133270263672,0.703067541122437,0.782809138298035
"Michigan","Ottawa County","GRR.GJS.2012.9","S12042503",196.620101928711,8.15168285369873,53.2486877441406,0.811224281787872,0.788432121276855
"Michigan","Kent County","GRR.GJS.2013.1","Blandford Ravine",215.693069458008,1.88977289199829,110.558456420898,0.205973222851753,0.400792956352234
"Michigan","Allegan County","GRR.GJS.2013.10","S13070909",205.568786621094,0.160995677113533,134.507247924805,0.535115242004395,1
"Michigan","Allegan County","GRR.GJS.2013.11","S13070910",205.618392944336,0.275901407003403,287.438751220703,0.580233335494995,1
"Michigan","Allegan County","GRR.GJS.2013.12","S13070911",205.042587280273,1.8190815448761,195.660232543945,0.589247226715088,1
"Michigan","Allegan County","GRR.GJS.2013.13","S13070912",203.864944458008,1.47223150730133,212.046112060547,0.468384176492691,1
"Michigan","Allegan County","GRR.GJS.2013.14","S13071001",212.762329101562,3.00988078117371,50.9588279724121,0.49552121758461,0.985783874988556
"Michigan","Newaygo County","GRR.GJS.2013.15","S13071101",221.156295776367,0.978470861911774,283.455139160156,0.452308297157288,0.95196133852005
"Michigan","Newaygo County","GRR.GJS.2013.16","S13071102",219.76139831543,1.3370246887207,287.58203125,0.515778243541718,1
"Michigan","Newaygo County","GRR.GJS.2013.17","S13071103",214.59130859375,0.351409047842026,329.956909179688,0.447944521903992,0.103772088885307
"Michigan","Muskegon County","GRR.GJS.2013.18","S13071104",215.835220336914,0.197169005870819,179.992645263672,0.537351906299591,0.900327146053314
"Michigan","Allegan County","GRR.GJS.2013.19","S13071201",208.436630249023,0.452562928199768,219.411117553711,0.483845084905624,0.968562543392181
"Michigan","Allegan County","GRR.GJS.2013.2","S13070901",206.318649291992,1.5966409444809,300.131622314453,0.577968299388885,0.936051428318024
"Michigan","Allegan County","GRR.GJS.2013.20","S13071202",207.531204223633,0.638437628746033,268.043182373047,0.52096825838089,0.955290019512177
"Michigan","Allegan County","GRR.GJS.2013.21","S13071203",208.173095703125,1.32777965068817,191.927230834961,0.53224116563797,0.950828969478607
"Michigan","Allegan County","GRR.GJS.2013.22","S13071204",207.412384033203,0.728092908859253,215.297760009766,0.481429666280746,0.933791875839233
"Michigan","Allegan County","GRR.GJS.2013.23","S13071205",207.069320678711,0.0531332343816757,223.758911132812,0.490852326154709,0.87911194562912
"Michigan","Allegan County","GRR.GJS.2013.24","S13071601",204.310775756836,1.88883006572723,195.948623657227,0.451453119516373,1
"Michigan","Allegan County","GRR.GJS.2013.25","S13071602",203.543426513672,0.346886962652206,290.869903564453,0.435470342636108,1
"Michigan","Allegan County","GRR.GJS.2013.26","S13071701",205.313339233398,0.578267097473145,260.896881103516,0.540701925754547,1
"Michigan","Allegan County","GRR.GJS.2013.26a","S13071701a",205.313339233398,0.578267097473145,260.896881103516,0.540701925754547,1
"Michigan","Allegan County","GRR.GJS.2013.27","S13071801",205.56721496582,0.345625758171082,310.588226318359,0.537364482879639,0.99627423286438
"Michigan","Allegan County","GRR.GJS.2013.27a","S13071801a",205.56721496582,0.345625758171082,310.588226318359,0.537364482879639,0.99627423286438
"Michigan","Newaygo County","GRR.GJS.2013.28","S13072301",219.677383422852,0.932561635971069,293.987731933594,0.385640054941177,0.984622955322266
"Michigan","Newaygo County","GRR.GJS.2013.28a","S13072301a",219.677383422852,0.932561635971069,293.987731933594,0.385640054941177,0.984622955322266
"Michigan","Newaygo County","GRR.GJS.2013.29","S13072302",219.880065917969,1.11777663230896,283.964599609375,0.397076219320297,0.977461934089661
"Michigan","Newaygo County","GRR.GJS.2013.29a","S13072302a",219.880065917969,1.11777663230896,283.964599609375,0.397076219320297,0.977461934089661
"Michigan","Allegan County","GRR.GJS.2013.3","S13070902",207.002014160156,0.527928233146667,277.439239501953,0.691879749298096,0.944111049175262
"Indiana","LaPorte County","GRR.GJS.2013.30","s13072901",195.6025390625,0.492092549800873,165.579742431641,0.447942584753036,0.905923426151276
"Indiana","LaPorte County","GRR.GJS.2013.31","s13072902",195.627670288086,0.315732777118683,53.4284782409668,0.467470854520798,0.917115271091461
"Indiana","LaPorte County","GRR.GJS.2013.32","s13072903",195.563522338867,0.293810188770294,91.4768371582031,0.451568841934204,0.916212260723114
"Indiana","LaPorte County","GRR.GJS.2013.33","s13072904",195.542282104492,0.306519657373428,128.18896484375,0.440704584121704,0.923896789550781
"Indiana","LaPorte County","GRR.GJS.2013.34","s13072905",195.733764648438,0.569096744060516,176.177093505859,0.5025514960289,0.942575454711914
"Indiana","LaPorte County","GRR.GJS.2013.35","s13072906",195.514678955078,0.0620452165603638,99.9188919067383,0.510617434978485,0.98781019449234
"Indiana","LaPorte County","GRR.GJS.2013.36","s13072907",195.661315917969,0.112459808588028,25.7045555114746,0.499146550893784,0.936209261417389
"Indiana","LaPorte County","GRR.GJS.2013.37","s13072908",195.883163452148,0.281023740768433,12.5027990341187,0.522138893604279,0.90191775560379
"Indiana","LaPorte County","GRR.GJS.2013.38","s13072909",195.657104492188,0.209640458226204,246.610260009766,0.506708383560181,0.918830633163452
"Indiana","LaPorte County","GRR.GJS.2013.39","S13080701",195.628875732422,0.638328790664673,132.458602905273,0.488911539316177,0.948574841022491
"Indiana","LaPorte County","GRR.GJS.2013.39a","S13080701a",195.628875732422,0.638328790664673,132.458602905273,0.488911539316177,0.948574841022491
"Michigan","Allegan County","GRR.GJS.2013.4","S13070903",205.538986206055,1.34294104576111,131.262939453125,0.438904881477356,0.95177149772644
"Indiana","LaPorte County","GRR.GJS.2013.40","S13081201",195.455856323242,0.0268876720219851,167.892974853516,0.454451471567154,0.961820363998413
"Indiana","LaPorte County","GRR.GJS.2013.40a","S13081201a",195.455856323242,0.0268876720219851,167.892974853516,0.454451471567154,0.961820363998413
"Michigan","Allegan County","GRR.GJS.2013.5","S13070904",206.028701782227,1.86618494987488,317.783477783203,0.563380241394043,0.958955705165863
"Michigan","Allegan County","GRR.GJS.2013.6","S13070905",206.057220458984,1.50933027267456,282.494323730469,0.554925978183746,0.969951450824738
"Michigan","Allegan County","GRR.GJS.2013.7","S13070906",205.697769165039,0.522283434867859,126.604598999023,0.499787241220474,0.990393400192261
"Michigan","Allegan County","GRR.GJS.2013.8","S13070907",205.627044677734,0.345234245061874,146.615783691406,0.530224621295929,1
"Michigan","Allegan County","GRR.GJS.2013.9","S13070908",205.750030517578,0.301972210407257,152.228057861328,0.554276764392853,1
"Michigan","Van Buren County","GRR.GJS.2014.10","S14060201",209.944046020508,1.23183989524841,335.264739990234,0.645808160305023,0.465762436389923
"Michigan","Berrien County","GRR.GJS.2014.11","S14060202",206.77018737793,0.745359420776367,349.214782714844,0.539986312389374,0.486745595932007
"Michigan","Newaygo County","GRR.GJS.2014.12","S14061002",213.62434387207,0.402797907590866,186.511001586914,0.487957805395126,0.946911334991455
"Michigan","Muskegon County","GRR.GJS.2014.13","S14061001",214.377975463867,0.587957441806793,200.468704223633,0.485624700784683,0.940333902835846
"Michigan","Muskegon County","GRR.GJS.2014.14","S14060601",200.684310913086,0.167874991893768,270.601135253906,0.51588374376297,0.684433281421661
"Michigan","Muskegon County","GRR.GJS.2014.15","S14060602",201.198928833008,0.208610221743584,202.485992431641,0.514468371868134,0.985906660556793
"Michigan","Allegan County","GRR.GJS.2014.16","S14061901",195.153778076172,0.552108764648438,174.934158325195,0.420333057641983,0.96062821149826
"Michigan","Allegan County","GRR.GJS.2014.17","S14061902",195.823944091797,0.492156058549881,222.929122924805,0.521274566650391,0.95378303527832
"Michigan","Allegan County","GRR.GJS.2014.18","S14062401",199.854843139648,0.487272500991821,267.510559082031,0.55238538980484,0.916964888572693
"Michigan","Allegan County","GRR.GJS.2014.19","S14062501",199.816696166992,3.60021781921387,104.68293762207,0.753162324428558,1
"Michigan","Kalamazoo County","GRR.GJS.2014.2","Kalamazoo1",262.240356445312,0.0820063650608063,2.31049513816833,0.554720103740692,0.519377768039703
"Michigan","Allegan County","GRR.GJS.2014.20","S14062601",197.75959777832,0.383887380361557,96.8121871948242,0.571532189846039,0.936636865139008
"Michigan","Allegan County","GRR.GJS.2014.21","S14070202",203.993423461914,0.223970860242844,248.295288085938,0.471531957387924,0.920744597911835
"Michigan","Allegan County","GRR.GJS.2014.22","S14070203",201.484832763672,0.528975605964661,252.189254760742,0.505237758159637,0.974073886871338
"Michigan","Allegan County","GRR.GJS.2014.23","S14070201",204.006774902344,0.050302617251873,331.757202148438,0.463754266500473,0.923953473567963
"Michigan","Muskegon County","GRR.GJS.2014.24","S14071501",211.133712768555,0.751699924468994,322.268310546875,0.501285016536713,0.939145088195801
"Michigan","Muskegon County","GRR.GJS.2014.25","S14071502",211.984451293945,0.538503766059875,221.920989990234,0.530745208263397,0.92315810918808
"Michigan","Ottawa County","GRR.GJS.2014.26","S14071701",182.499404907227,0.952625930309296,122.760040283203,0.652894079685211,0.960025250911713
"Michigan","Ottawa County","GRR.GJS.2014.27","S14080601",195.390167236328,3.37628197669983,258.133270263672,0.703067541122437,0.782809138298035
"Michigan","Ottawa County","GRR.GJS.2014.28","W14081201",222.782119750977,0.766275584697723,356.92333984375,0.456997752189636,0.236975342035294
"Michigan","Ottawa County","GRR.GJS.2014.29","S14081301",188.754287719727,0.0405320636928082,92.3014068603516,0.556813597679138,0.757233202457428
"Michigan","Kalamazoo County","GRR.GJS.2014.3","Kalamazoo2",262.115234375,0.313225656747818,310.234802246094,0.512407064437866,0.505156576633453
"Michigan","Ottawa County","GRR.GJS.2014.30","S14081302",188.607574462891,0.377764075994492,138.818542480469,0.51246851682663,0.762076854705811
"Michigan","Ottawa County","GRR.GJS.2014.31","S14081303",187.389633178711,0.545420706272125,109.611038208008,0.543678343296051,0.395466685295105
"Michigan","Muskegon County","GRR.GJS.2014.32","S14081304",200.34162902832,1.21217799186707,343.345550537109,0.622378528118134,0.821423470973969
"Michigan","Muskegon County","GRR.GJS.2014.33","S14081305",199.482238769531,0.206254750490189,137.691055297852,0.46812716126442,0.820694148540497
"Michigan","Muskegon County","GRR.GJS.2014.34","S14081306",200.084014892578,0.407811015844345,148.203811645508,0.503507554531097,0.795799374580383
"Michigan","Kent County","GRR.GJS.2014.35","W14081401",274.194000244141,0.00143523677252233,7.12501811981201,0.499816209077835,0.72448593378067
"Michigan","Ottawa County","GRR.GJS.2014.36","W14081402",221.661117553711,1.37820434570312,318.379272460938,0.389091640710831,0.177502036094666
"Michigan","Ottawa County","GRR.GJS.2014.37","W14081403",220.449859619141,3.04490327835083,318.330413818359,0.330109149217606,0.0971456170082092
"Michigan","Ottawa County","GRR.GJS.2014.38","W14081404",219.756057739258,1.85289144515991,310.571014404297,0.238926291465759,0.0955728217959404
"Michigan","Ottawa County","GRR.GJS.2014.39","W14090801",219.719696044922,1.28687608242035,204.140243530273,0.394239187240601,0.0388571433722973
"Michigan","Kalamazoo County","GRR.GJS.2014.4","Kalamazoo3",262.022796630859,0.231782212853432,298.809204101562,0.477475881576538,0.482606261968613
"Michigan","Ottawa County","GRR.GJS.2014.40","W14090802",221.197784423828,3.57149648666382,266.955596923828,0.482567310333252,0.0484558418393135
"Michigan","Ottawa County","GRR.GJS.2014.41","W14090803",223.384735107422,1.32612562179565,83.423454284668,0.624554693698883,0.0848269090056419
"Michigan","Ottawa County","GRR.GJS.2014.42","W14090804",221.452224731445,0.994733452796936,44.8203010559082,0.516443431377411,0.0827295854687691
